Organizati,Organiza_1,Monitoring,Monitori_1,Monitori_2,Monitori_3,HUCEightDi,DrainageAr,Drainage_1,Contributi,Contribu_1,LatitudeMe,LongitudeM,SourceMapS,Horizontal,Horizont_1,Horizont_2,Horizont_3,VerticalMe,Vertical_1,VerticalAc,Vertical_2,VerticalCo,Vertical_3,CountryCod,StateCode,CountyCode,AquiferNam,FormationT,AquiferTyp,Constructi,WellDepthM,WellDept_1,WellHoleDe,WellHole_1,ProviderNa,End_Sp_Res,End_Sp_R_1,End_Sp_R_2,End_Sp_R_3,End_Sp_R_4,End_Sp_R_5,End_Sp_R_6,End_Sp_R_7,End_Sp_R_8,End_Sp_R_9,End_Sp_R10,End_Sp_R11,End_Sp_R12,End_Sp_R13,End_Sp_R14,End_Sp_R15,End_Sp_R16,End_Sp_R17,End_Sp_R18,End_Sp_R19,End_Sp_R20,End_Sp_R21,End_Sp_R22,End_Sp_R23,End_Sp_R24,End_Sp_R25,End_Sp_R26,End_Sp_R27,End_Sp_R28,End_Sp_R29,End_Sp_R30,End_Sp_R31,End_Sp_R32,End_Sp_R33,End_Sp_R34,End_Sp_R35,End_Sp_R36,End_Sp_R37,End_Sp_R38,End_Sp_R39,End_Sp_R40,End_Sp_R41,End_Sp_R42,End_Sp_R43,End_Sp_R44,End_Sp_R45,End_Sp_R46,End_Sp_R47,End_Sp_R48,End_Sp_R49,End_Sp_R50,End_Sp_R51,End_Sp_R52,End_Sp_R53,End_Sp_R54,End_Sp_R55,End_Sp_R56,End_Sp_R57,End_Sp_R58,End_Sp_R59,End_Sp_R60,End_Sp_R61,group_coal,group_co_1,HUC12RNG,STATES,Shape_Leng,Shape_Area
USGS-KY,USGS Kentucky Water Science Center,USGS-03281200,"SOUTH FORK KENTUCKY RIVER AT ONEIDA, KY",Stream,,5100203,486,sq mi,,,37.2731459,-83.6471372,,Unknown,Unknown,Interpolated from MAP.,NAD83,746.51,feet,0.01,feet,Level or other surveyed method.,NGVD29,US,21,51,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98800917,Sample-Routine,Water,Surface Water,8/9/1988,14:45:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Suspended Sediment Concentration (SSC),Suspended,11,mg/l,,Historical,,Actual,,,,,,,80154,,,,,,,,,,,,,,,,,NWIS,2,"8/25/1987, 8/9/1988",51002030402,KY,54553.69814,63944454.26
USGS-KY,USGS Kentucky Water Science Center,USGS-03281351,"SEXTON CREEK NEAR TAFT, KY",Stream,,5100203,71.6,sq mi,,,37.3592559,-83.6829713,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,21,189,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98700872,Sample-Routine,Water,Surface Water,8/25/1987,9:15:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Suspended Sediment Concentration (SSC),Suspended,2,mg/l,,Historical,,Actual,,,,,,,80154,,,,,,,,,,,,,,,,,NWIS,2,"8/9/1988, 8/25/1987",51002030503,KY,30056.06788,35166290.74
USGS-KY,USGS Kentucky Water Science Center,USGS-03281500,"SOUTH FORK KENTUCKY RIVER AT BOONEVILLE, KY",Stream,,5100203,722,sq mi,,,37.4798102,-83.6751923,,5,seconds,Interpolated from MAP.,NAD83,642.49,feet,1,feet,Interpolated from topographic map.,NGVD29,US,21,189,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98900019,Sample-Routine,Water,Surface Water,10/18/1988,9:00:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Suspended Sediment Concentration (SSC),Suspended,8,mg/l,,Historical,,Actual,,,,,,,80154,,,,,,,,,,,,,,,,,NWIS,46,"9/21/1989, 1/13/1989, 2/23/1989, 3/21/1989, 6/21/1988, 11/16/1989, 7/19/1988, 7/13/1989, 10/17/1989, 9/20/1988, 5/19/1987, 8/25/1987, 2/14/1989, 3/23/1988, 9/15/1987, 4/19/1988, 8/9/1988, 12/20/1988, 1/18/1989, 11/17/1987, 1/12/1988, 11/15/1988, 5/23/198",51002030607,KY,48120.88716,67349319.71
USGS-KY,USGS Kentucky Water Science Center,USGS-03282000,"KENTUCKY RIVER AT LOCK 14 AT HEIDELBERG, KY",Stream,,5100204,2657,sq mi,,,37.555364,-83.7682513,,5,seconds,Interpolated from MAP.,NAD83,625.77,feet,1,feet,Interpolated from topographic map.,NGVD29,US,21,129,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98800913,Sample-Routine,Water,Surface Water,8/9/1988,14:00:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,BOTTLES CHECKED OKAY,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Suspended Sediment Concentration (SSC),Suspended,31,mg/l,,Historical,,Actual,,,,,,,80154,,,,,,,,,,,,,,,,,NWIS,2,"8/25/1987, 8/9/1988",51002040105,KY,46380.3041,68106467.26
USGS-KY,USGS Kentucky Water Science Center,USGS-03282048,"STURGEON CREEK AT HEIDELBERG, KY",Stream,,5100204,106,sq mi,106,sq mi,37.5375864,-83.7826965,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,21,129,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98700823,Sample-Routine,Water,Surface Water,8/26/1987,7:30:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Suspended Sediment Concentration (SSC),Suspended,16,mg/l,,Historical,,Actual,,,,,,,80154,,,,,,,,,,,,,,,,,NWIS,2,"8/9/1988, 8/26/1987",51002040104,KY,60342.61296,99271345.3
USGS-KY,USGS Kentucky Water Science Center,USGS-03282075,"BIG SINKING CREEK NEAR CRYSTAL, KY",Stream,,,23.4,sq mi,,,37.6395293,-83.78464,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,21,129,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98900069,Sample-Routine,Water,Surface Water,12/21/1988,8:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,Rising stage,Routine sample,USGS,USGS,USGS,Unknown,,Suspended Sediment Concentration (SSC),Suspended,40,mg/l,,Historical,,Actual,,,,,,,80154,,,,,,,,,,,,,,,,,NWIS,33,"12/24/1988, 2/3/1989, 2/14/1989, 2/15/1989, 5/18/1988, 6/22/1988, 6/28/1988, 8/10/1988, 4/30/1987, 9/16/1987, 12/21/1988, 1/19/1989, 2/24/1989, 1/13/1988, 6/17/1987, 7/22/1987, 3/24/1988, 8/19/1987, 9/21/1988, 8/26/1987, 7/20/1988, 10/19/1988, 11/18/1987",51002040502,KY,87792.96531,125344782.4
USGS-KY,USGS Kentucky Water Science Center,USGS-03282088,"FURNACE FORK AT FITCHBURG, KY",Stream,,5100204,,,,,37.7356385,-83.8499191,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,21,65,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98801063,Sample-Routine,Water,Surface Water,9/20/1988,12:15:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.8,std units,,Historical,,Actual,,,,,,,400,,,,,,,,,,,,,,,,,NWIS,19,"3/23/1988, 4/20/1988, 12/14/1988, 7/20/1988, 9/22/1987, 8/20/1987, 6/15/1988, 7/23/1987, 5/18/1988, 10/18/1988, 1/25/1989, 11/15/1988, 6/17/1987, 11/17/1987, 2/17/1988, 3/2/1989, 10/14/1987, 8/17/1988, 9/20/1988",51002040502,KY,87792.96531,125344782.4
USGS-KY,USGS Kentucky Water Science Center,USGS-03282090,"NEEDMORE HOLLOW CREEK AT FITCHBURG, KY",Stream,,5100204,,,,,37.7359163,-83.8507525,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,21,65,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98900032,Sample-Routine,Water,Surface Water,11/15/1988,11:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.4,std units,,Historical,,Actual,,,,,,,400,,,,,,,,,,,,,,,,,NWIS,19,"4/20/1988, 8/20/1987, 1/25/1989, 6/17/1987, 5/18/1988, 9/20/1988, 6/15/1988, 7/20/1988, 10/18/1988, 12/14/1988, 3/2/1989, 7/23/1987, 9/22/1987, 11/17/1987, 10/14/1987, 2/17/1988, 3/23/1988, 8/17/1988, 11/15/1988",51002040502,KY,87792.96531,125344782.4
USGS-KY,USGS Kentucky Water Science Center,USGS-03282092,"FURNACE FORK TRIBUTARY AT FITCHBURG, KY",Stream,,5100204,,,,,37.7323052,-83.8493636,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,21,65,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98900007,Sample-Routine,Water,Surface Water,10/18/1988,10:35:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.6,std units,,Historical,,Actual,,,,,,,400,,,,,,,,,,,,,,,,,NWIS,19,"3/2/1989, 8/17/1988, 8/20/1987, 4/20/1988, 5/18/1988, 6/15/1988, 11/15/1988, 1/25/1989, 12/14/1988, 6/17/1987, 9/22/1987, 7/23/1987, 10/14/1987, 11/17/1987, 2/17/1988, 3/23/1988, 7/20/1988, 9/20/1988, 10/18/1988",51002040502,KY,87792.96531,125344782.4
USGS-KY,USGS Kentucky Water Science Center,USGS-03282094,"CROWE HOLLOW CREEK NEAR FITCHBURG, KY",Stream,,5100204,,,,,37.7148054,-83.8574196,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,21,65,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98800981,Sample-Routine,Water,Surface Water,8/17/1988,9:50:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.4,std units,,Historical,,Actual,,,,,,,400,,,,,,,,,,,,,,,,,NWIS,16,"3/23/1988, 9/20/1988, 6/17/1987, 10/18/1988, 1/25/1989, 3/2/1989, 7/20/1988, 7/23/1987, 5/18/1988, 11/15/1988, 12/14/1988, 8/20/1987, 11/17/1987, 2/17/1988, 4/20/1988, 8/17/1988",51002040502,KY,87792.96531,125344782.4
USGS-KY,USGS Kentucky Water Science Center,USGS-03282096,"STEWART HOLLOW CREEK NEAR FITCHBURG, KY",Stream,,5100204,,,,,37.7078611,-83.8590864,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,21,65,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98900035,Sample-Routine,Water,Surface Water,11/15/1988,13:20:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.5,std units,,Historical,,Actual,,,,,,,400,,,,,,,,,,,,,,,,,NWIS,17,"6/15/1988, 6/17/1987, 7/23/1987, 10/18/1988, 8/20/1987, 12/14/1988, 1/25/1989, 3/2/1989, 2/17/1988, 8/17/1988, 7/20/1988, 11/17/1987, 4/20/1988, 5/18/1988, 3/23/1988, 9/20/1988, 11/15/1988",51002040502,KY,87792.96531,125344782.4
USGS-KY,USGS Kentucky Water Science Center,USGS-03282098,"SHULER HOLLOW CREEK NEAR FITCHBURG, KY",Stream,,5100204,,,,,37.7059167,-83.8563086,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,21,65,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98800984,Sample-Routine,Water,Surface Water,8/17/1988,10:30:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.4,std units,,Historical,,Actual,,,,,,,400,,,,,,,,,,,,,,,,,NWIS,19,"3/23/1988, 12/14/1988, 3/2/1989, 6/17/1987, 7/23/1987, 4/20/1988, 9/22/1987, 5/18/1988, 9/20/1988, 7/20/1988, 8/20/1987, 10/14/1987, 10/18/1988, 11/15/1988, 2/17/1988, 1/25/1989, 11/17/1987, 6/15/1988, 8/17/1988",51002040502,KY,87792.96531,125344782.4
USGS-KY,USGS Kentucky Water Science Center,USGS-03282100,"FURNACE FORK NEAR CRYSTAL , KY",Stream,,5100205,9.94,sq mi,,,37.6892502,-83.8574199,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,21,65,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98900088,Sample-Routine,Water,Surface Water,1/12/1989,15:00:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,"Stable, high stage",Storm,USGS,USGS,USGS,Unknown,,pH,Total,7.9,std units,,Historical,,Actual,,,,,,,400,,,,,,,,,,,,,,,,,NWIS,44,"3/24/1988, 4/20/1988, 12/14/1988, 12/24/1988, 1/25/1989, 2/14/1989, 2/15/1989, 7/20/1988, 9/21/1988, 9/20/1988, 5/20/1987, 8/19/1987, 9/22/1987, 9/16/1987, 11/16/1988, 12/21/1988, 3/22/1989, 3/2/1989, 11/17/1987, 6/22/1988, 6/17/1987, 5/18/1988, 8/26/198",51002040502,KY,87792.96531,125344782.4
USGS-KY,USGS Kentucky Water Science Center,USGS-03282170,"STATION CAMP CREEK AT WAGERSVILLE, KY",Stream,,5100204,116,sq mi,,,37.6209171,-83.9593689,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,21,65,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98800921,Sample-Routine,Water,Surface Water,8/10/1988,12:30:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Suspended Sediment Concentration (SSC),Suspended,8,mg/l,,Historical,,Actual,,,,,,,80154,,,,,,,,,,,,,,,,,NWIS,2,"8/26/1987, 8/10/1988",51002040406,KY,57306.81814,82987406.66
USGS-KY,USGS Kentucky Water Science Center,USGS-03282190,"REDLICK CREEK NEAR STATION CAMP, KY",Stream,,5100204,69.5,sq mi,,,37.6336945,-83.9835363,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,21,65,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98700787,Sample-Routine,Water,Surface Water,8/26/1987,7:45:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,"RR:CATIONS+ANIONS DUP, ALK VERIFIED",,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Suspended Sediment Concentration (SSC),Suspended,5,mg/l,,Historical,,Actual,,,,,,,80154,,,,,,,,,,,,,,,,,NWIS,2,"8/10/1988, 8/26/1987",,,,
USGS-KY,USGS Kentucky Water Science Center,USGS-03282250,"KENTUCKY RIVER AT IRVINE, KY",Stream,,,3138,sq mi,,,37.6986936,-83.9754797,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,21,65,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98700795,Sample-Routine,Water,Surface Water,8/26/1987,14:30:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Suspended Sediment Concentration (SSC),Suspended,19,mg/l,,Historical,,Actual,,,,,,,80154,,,,,,,,,,,,,,,,,NWIS,2,"8/10/1988, 8/26/1987",51002040505,KY,75948.6668,108218631.5
USGS-KY,USGS Kentucky Water Science Center,USGS-03282500,"RED RIVER NEAR HAZEL GREEN, KY",Stream,,5100204,65.8,sq mi,,,37.8123083,-83.4637953,,Unknown,Unknown,Interpolated from MAP.,NAD83,870.11,feet,0.01,feet,Unknown.,NGVD29,US,21,237,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98800918,Sample-Routine,Water,Surface Water,8/9/1988,15:15:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Suspended Sediment Concentration (SSC),Suspended,12,mg/l,,Historical,,Actual,,,,,,,80154,,,,,,,,,,,,,,,,,NWIS,2,"8/25/1987, 8/9/1988",51002040202,KY,64546.02848,98244820.25
USGS-KY,USGS Kentucky Water Science Center,USGS-03283200,RED RIVER AT HIGHWAY 77-NAWQA,Stream,,,184,sq mi,,,37.8334169,-83.6599127,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,21,197,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98800930,Sample-Routine,Water,Surface Water,8/9/1988,12:00:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Suspended Sediment Concentration (SSC),Suspended,8,mg/l,,Historical,,Actual,,,,,,,80154,,,,,,,,,,,,,,,,,NWIS,2,"8/25/1987, 8/9/1988",51002040209,KY,82640.17132,149695318.4
USGS-KY,USGS Kentucky Water Science Center,USGS-03283320,"MIDDLE FORK RED RIVER NEAR SLADE, KY",Stream,,5100204,,,,,37.8039723,-83.7090809,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,21,197,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98700827,Sample-Routine,Water,Surface Water,8/25/1987,13:30:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Suspended Sediment Concentration (SSC),Suspended,14,mg/l,,Historical,,Actual,,,,,,,80154,,,,,,,,,,,,,,,,,NWIS,2,"8/9/1988, 8/25/1987",51002040207,KY,58445.3679,77597129.14
USGS-KY,USGS Kentucky Water Science Center,USGS-03283370,"CAT CREEK NEAR STANTON, KY",Stream,,,8.3,sq mi,,,37.8320267,-83.8113065,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,21,197,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98900023,Sample-Routine,Water,Surface Water,11/14/1988,11:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Suspended Sediment Concentration (SSC),Suspended,4,mg/l,,Historical,,Actual,,,,,,,80154,,,,,,,,,,,,,,,,,NWIS,30,"11/19/1988, 1/14/1989, 2/15/1989, 4/20/1988, 7/18/1988, 5/20/1987, 10/17/1988, 9/16/1987, 1/19/1989, 6/20/1988, 12/16/1987, 2/18/1988, 3/24/1988, 7/22/1987, 8/19/1987, 8/25/1987, 5/16/1988, 12/19/1988, 1/12/1989, 11/18/1987, 9/19/1988, 1/13/1988, 6/17/19",51002040301,KY,59669.25107,90883814.16
USGS-KY,USGS Kentucky Water Science Center,USGS-03283500,"RED RIVER AT CLAY CITY, KY",Stream,,5100204,362,sq mi,,,37.8648033,-83.9335328,,5,seconds,Interpolated from MAP.,NAD83,600.47,feet,1,feet,Interpolated from topographic map.,NGVD29,US,21,197,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98800843,Sample-Routine,Water,Surface Water,6/28/1988,10:15:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.6,std units,,Historical,,Actual,,,,,,,400,,,,,,,,,,,,,,,,,NWIS,6,"2/15/1989, 8/9/1988, 8/25/1987, 6/9/1989, 6/28/1988, 7/12/1990",51002040302,KY,46412.76947,78014564.46
USGS-KY,USGS Kentucky Water Science Center,USGS-03400785,"MARTINS FORK ABOVE SMITH, KY",Stream,,,,,,,36.7261984,-83.287958,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,21,95,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98802181,Sample-Routine,Water,Surface Water,9/17/1988,10:15:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Suspended Sediment Concentration (SSC),Suspended,861,mg/l,,Historical,,Actual,,,,,,,80154,,,,,,,,,,,,,,,,,NWIS,34,"6/7/1985, 3/9/1988, 1/19/1988, 5/4/1988, 11/26/1986, 4/10/1987, 11/19/1985, 5/13/1986, 6/24/1986, 8/11/1986, 11/12/1987, 8/25/1988, 11/24/1986, 1/4/1988, 4/11/1988, 5/24/1988, 9/17/1988, 10/10/1985, 11/5/1985, 9/1/1986, 8/20/1986, 7/22/1985, 5/15/1986, 8",51301010103,"KY,VA",106481.8514,158092763.5
USGS-KY,USGS Kentucky Water Science Center,USGS-03400990,"CLOVER FORK AT HARLAN, KY",Stream,,5130101,222,sq mi,222,sq mi,36.8473107,-83.3251815,,Unknown,Unknown,Interpolated from MAP.,NAD83,1155.7,feet,0.01,feet,Level or other surveyed method.,NGVD29,US,21,95,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.99000120,Sample-Composite Without Parents,Water,Surface Water,11/13/1989,13:05:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Suspended Sediment Concentration (SSC),Suspended,6,mg/l,,Historical,,Actual,,,,,,,80154,,,,,,,,,,,,,,,,,NWIS,61,"7/7/1989, 1/16/1985, 2/27/1985, 5/31/1985, 7/16/1985, 2/28/1989, 10/12/1989, 5/17/1989, 2/21/1986, 5/12/1986, 4/12/1988, 1/5/1988, 11/18/1987, 4/14/1987, 5/21/1987, 6/29/1987, 6/23/1986, 7/14/1988, 8/22/1988, 11/24/1986, 1/7/1987, 10/1/1987, 2/29/1988, 5",51301010107,KY,72520.33933,149343711.1
USGS-KY,USGS Kentucky Water Science Center,USGS-03401385,"DAVIS BRANCH AT HIGHWAY 988 NEAR MIDDLESBORO, KY",Stream,,5130101,,,,,36.6276469,-83.6797789,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,21,13,,,,,,,,,NWIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"5/9/2014, 7/9/2014, 10/10/2014, 9/15/2015, 6/17/2015, 6/30/2015, 3/4/2015, 8/24/2015, 7/28/2015, 6/2/2015, 7/14/2015, 7/1/2015",51301010201,"KY,TN,VA",64757.51292,145671110.2
USGS-KY,USGS Kentucky Water Science Center,USGS-03401428,"BENNETTS FORK AT MIDDLESBORO, KY",Stream,,,13,sq mi,,,36.6017483,-83.7515833,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,21,13,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98801091,Sample-Composite Without Parents,Water,Surface Water,5/26/1988,12:35:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Suspended Sediment Concentration (SSC),Suspended,6,mg/l,,Historical,,Actual,,,,,,,80154,,,,,,,,,,,,,,,,,NWIS,50,"6/27/1989, 1/4/1989, 5/6/1989, 6/9/1989, 6/24/1986, 5/16/1989, 11/20/1988, 2/20/1989, 2/29/1988, 4/13/1988, 5/4/1988, 8/22/1988, 2/2/1988, 11/26/1986, 12/9/1986, 2/27/1987, 5/12/1987, 9/1/1986, 5/16/1986, 8/11/1986, 4/7/1988, 7/27/1988, 9/17/1988, 1/9/19",51301010201,"KY,TN,VA",64757.51292,145671110.2
USGS-KY,USGS Kentucky Water Science Center,USGS-03401450,"STONY FORK NEAR MOUTH AT MIDDLESBORO, KY",Stream,,5130101,15.5,sq mi,,,36.6142486,-83.7532502,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,21,13,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98801645,Sample-Composite Without Parents,Water,Surface Water,9/17/1988,13:50:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Suspended Sediment Concentration (SSC),Suspended,988,mg/l,,Historical,,Actual,,,,,,,80154,,,,,,,,,,,,,,,,,NWIS,59,"2/21/1989, 5/16/1989, 11/14/1988, 1/4/1989, 11/19/1988, 11/20/1988, 1/12/1989, 2/20/1989, 3/6/1989, 5/1/1989, 6/15/1989, 10/5/1989, 8/10/1989, 12/21/1988, 2/14/1989, 6/9/1989, 10/2/1987, 4/13/1988, 5/26/1988, 5/16/1988, 11/26/1986, 8/10/1987, 4/15/1987,",51301010201,"KY,TN,VA",64757.51292,145671110.2
USGS-KY,USGS Kentucky Water Science Center,USGS-03402000,"YELLOW CREEK NEAR MIDDLESBORO, KY",Stream,,5130101,60.6,sq mi,,,36.6681394,-83.6885271,,5,seconds,Interpolated from MAP.,NAD83,1097.99,feet,1,feet,Interpolated from topographic map.,NGVD29,US,21,13,,,,,,,,,NWIS,USGS-KY,USGS Kentucky Water Science Center,nwisky.01.98801148,Sample-Composite Without Parents,Water,Surface Water,8/22/1988,13:05:00,EDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Suspended Sediment Concentration (SSC),Suspended,39,mg/l,,Historical,,Actual,,,,,,,80154,,,,,,,,,,,,,,,,,NWIS,54,"11/15/1988, 3/1/1989, 4/7/1989, 5/16/1989, 2/18/1986, 10/8/1985, 4/4/1986, 5/14/1986, 1/12/1988, 11/18/1987, 7/14/1988, 11/15/1989, 10/14/1986, 5/28/1987, 11/26/1985, 6/25/1986, 8/12/1986, 3/3/1988, 5/25/1988, 7/1/1987, 10/3/1988, 4/13/1987, 8/11/1987, 1",51301010202,"KY,VA",71579.11679,120178853.7
USGS-KY,USGS Kentucky Water Science Center,USGS-03402900,"CUMBERLAND R AT PINE ST BR AT PINEVILLE, KY",Stream,,5130101,770,sq mi,,,36.7631412,-83.691862,24000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,21,13,,,,,,,,,NWIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5/23/1995,51301010303,KY,75410.81101,119017278.2
